org_id.value,Tipo de cliente,Total_Actividades_com,Total_Llamadas_com,Llamadas_Efectivas_com,Llamadas_No_Efectivas_com,WA_Seguimiento_com,Reuniones_Hechas,Reuniones_Canceladas,Tipo Primer Contacto,Rango de Contacto,New Categories,R1yR2,Total_Actividades_exp,Total_Llamadas_exp,Llamadas_Efectivas_exp,Llamadas_No_Efectivas_exp,WA_Seguimiento_exp,Kickoff_Hechas,Kickoff_Canceladas,Capacitaciones_Hechas,Capacitaciones_Canceladas,Tipo Primera Capacitación,Onboarding,(C) (EXP) Plazo y Pago,Churn Comercial
241449.0,A,5,3,3,0,2,0,0,No tuvo,Sin Llamada de primer contacto,1,0,17,2,2,0,11,0,0,4,0,Hecha,Finalizado,Mensual,0
241504.0,B,1,1,1,0,0,0,0,Efectiva,Fuera del rango,1,0,25,8,2,6,16,0,0,1,0,Hecha,Finalizado,Mensual,0
241793.0,A,9,1,1,0,6,2,0,Efectiva,Dentro del rango,1,1,4,0,0,0,1,1,0,2,0,Hecha,Finalizado,Anual,0
241862.0,B,1,0,0,0,1,0,0,No tuvo,Sin Llamada de primer contacto,1,0,10,8,2,6,2,0,0,0,0,No tuvo,Finalizado,Mensual,1
242040.0,B,5,1,1,0,2,2,0,Efectiva,Dentro del rango,1,1,5,1,1,0,3,0,0,1,0,Hecha,Finalizado,Mensual,0
242091.0,A,3,0,0,0,2,1,0,No tuvo,Sin Llamada de primer contacto,1,0,4,1,0,1,3,0,0,0,0,No tuvo,Finalizado,Anual,0
242320.0,A,8,4,4,0,3,1,0,Efectiva,Dentro del rango,1,0,4,1,1,0,2,1,0,0,0,No tuvo,Finalizado,Anual,0
242538.0,B,9,0,0,0,7,2,0,No tuvo,Sin Llamada de primer contacto,1,1,11,2,2,0,9,0,0,0,0,No tuvo,Finalizado,Mensual,0
242590.0,B,5,3,3,0,0,2,0,Efectiva,Fuera del rango,1,1,9,5,1,4,3,0,0,1,0,Hecha,Finalizado,Mensual,0
243018.0,B,4,1,1,0,1,2,0,Efectiva,Dentro del rango,1,1,14,2,2,0,8,1,0,1,2,Hecha,Finalizado,Mensual,1
243173.0,B,1,1,1,0,0,0,0,No tuvo,Sin Llamada de primer contacto,1,0,5,1,1,0,4,0,0,0,0,No tuvo,Finalizado,Mensual,0
243510.0,B,8,2,1,1,4,2,0,Efectiva,Fuera del rango,1,1,2,0,0,0,2,0,0,0,0,No tuvo,Finalizado,Mensual,0
243554.0,A,7,3,2,1,2,2,0,Efectiva,Fuera del rango,1,1,1,0,0,0,0,1,0,0,0,No tuvo,Finalizado,Mensual,0
243907.0,B,1,0,0,0,1,0,0,No tuvo,Sin Llamada de primer contacto,0,0,5,2,2,0,3,0,0,0,0,No tuvo,Finalizado,Anual,0
243947.0,B,4,1,1,0,1,2,0,Efectiva,Dentro del rango,1,1,12,2,1,1,2,1,0,6,1,Hecha,No Finalizado,Anual,0
244105.0,B,9,0,0,0,9,0,0,No tuvo,Sin Llamada de primer contacto,1,0,2,0,0,0,1,0,0,1,0,Hecha,Finalizado,Mensual,0
244173.0,A,8,2,2,0,4,2,0,Efectiva,Dentro del rango,1,1,2,0,0,0,1,0,0,1,0,Hecha,Finalizado,Mensual,0
244384.0,A,16,5,4,1,9,2,0,Efectiva,Fuera del rango,1,1,2,0,0,0,1,1,0,0,0,No tuvo,No Finalizado,Mensual,0
245287.0,B,5,0,0,0,4,1,0,No tuvo,Sin Llamada de primer contacto,1,0,3,0,0,0,1,1,0,1,0,Hecha,No Finalizado,Anual,0
